STATION_ID,READING_DATE,READING_TIME,DEPTH_TO_WATER,WATER_LEVEL,COMMENTS,USER_NAME,STATION_NAME,PALESTINE_NORTH,PALESTINE_EAST,Year,Month,Day
AL1430,24-Sep-03,1200,162.68,468.52,r,I_ALOKAILY,BAQ'A 3  (W.S.C),1165072,229103,2003,9,24
AL1430,26-Oct-03,1200,162.69,468.51,r,I_ALOKAILY,BAQ'A 3  (W.S.C),1165072,229103,2003,10,26
AL1430,30-Nov-03,1200,162.63,468.57,r,I_ALOKAILY,BAQ'A 3  (W.S.C),1165072,229103,2003,11,30
AL1430,31-Dec-03,1200,162.6,468.6,r,I_ALOKAILY,BAQ'A 3  (W.S.C),1165072,229103,2003,12,31
AL1430,13-Jan-04,1200,162.49,468.71,r,I_ALOKAILY,BAQ'A 3  (W.S.C),1165072,229103,2004,1,13
AL1430,23-Feb-04,1200,162.46,468.74,r,I_ALOKAILY,BAQ'A 3  (W.S.C),1165072,229103,2004,2,23
AL1430,25-Mar-04,1200,162.55,468.65,r,I_ALOKAILY,BAQ'A 3  (W.S.C),1165072,229103,2004,3,25
AL1430,22-Apr-04,1200,162.49,468.71,r,I_ALOKAILY,BAQ'A 3  (W.S.C),1165072,229103,2004,4,22
AL1430,19-May-04,1200,162.55,468.65,r,I_ALOKAILY,BAQ'A 3  (W.S.C),1165072,229103,2004,5,19
AL1430,24-Jun-04,1200,162.68,468.52,r,I_ALOKAILY,BAQ'A 3  (W.S.C),1165072,229103,2004,6,24
AL1430,26-Jul-04,1200,162.76,468.44,r,I_ALOKAILY,BAQ'A 3  (W.S.C),1165072,229103,2004,7,26
AL1430,29-Aug-04,1200,162.84,468.36,r,I_ALOKAILY,BAQ'A 3  (W.S.C),1165072,229103,2004,8,29
AL1430,29-Sep-04,1200,162.92,468.28,r,I_ALOKAILY,BAQ'A 3  (W.S.C),1165072,229103,2004,9,29
AL1430,26-Oct-04,1200,162.93,468.27,r,I_ALOKAILY,BAQ'A 3  (W.S.C),1165072,229103,2004,10,26
AL1430,30-Nov-04,1200,162.78,468.42,r,I_ALOKAILY,BAQ'A 3  (W.S.C),1165072,229103,2004,11,30
AL1430,29-Dec-04,1200,162.8,468.4,r,I_ALOKAILY,BAQ'A 3  (W.S.C),1165072,229103,2004,12,29
AL1430,2-Jan-05,1200,162.7,468.5,r,I_ALOKAILY,BAQ'A 3  (W.S.C),1165072,229103,2005,1,2
AL1430,23-Feb-05,1200,162.71,468.49,r,I_ALOKAILY,BAQ'A 3  (W.S.C),1165072,229103,2005,2,23
AL1430,16-Mar-05,1200,162.64,468.56,r,I_ALOKAILY,BAQ'A 3  (W.S.C),1165072,229103,2005,3,16
AL1430,11-Apr-05,1200,162.85,468.35,r,I_ALOKAILY,BAQ'A 3  (W.S.C),1165072,229103,2005,4,11
AL1430,11-May-05,1200,162.94,468.26,r,I_ALOKAILY,BAQ'A 3  (W.S.C),1165072,229103,2005,5,11
AL1430,15-Jun-05,1200,163.13,468.07,r,I_ALOKAILY,BAQ'A 3  (W.S.C),1165072,229103,2005,6,15
AL1430,13-Jul-05,1200,163.23,467.97,r,I_ALOKAILY,BAQ'A 3  (W.S.C),1165072,229103,2005,7,13
AL1430,10-Aug-05,1200,163.28,467.92,r,I_ALOKAILY,BAQ'A 3  (W.S.C),1165072,229103,2005,8,10
AL1430,14-Sep-05,1200,163.45,467.75,r,I_ALOKAILY,BAQ'A 3  (W.S.C),1165072,229103,2005,9,14
AL1430,13-Oct-05,1200,163.51,467.69,r,I_ALOKAILY,BAQ'A 3  (W.S.C),1165072,229103,2005,10,13
AL1430,14-Nov-05,1200,163.45,467.75,r,I_ALOKAILY,BAQ'A 3  (W.S.C),1165072,229103,2005,11,14
AL1430,11-Dec-05,1200,163.46,467.74,r,I_ALOKAILY,BAQ'A 3  (W.S.C),1165072,229103,2005,12,11
AL1430,18-Jan-06,1200,163.35,467.85,r,I_ALOKAILY,BAQ'A 3  (W.S.C),1165072,229103,2006,1,18
AL1430,15-Feb-06,1200,163.33,467.87,r,I_ALOKAILY,BAQ'A 3  (W.S.C),1165072,229103,2006,2,15
AL1430,13-Mar-06,1200,162.41,468.79,r,I_ALOKAILY,BAQ'A 3  (W.S.C),1165072,229103,2006,3,13
AL1430,16-Apr-06,1200,163.48,467.72,r,I_ALOKAILY,BAQ'A 3  (W.S.C),1165072,229103,2006,4,16
AL1430,23-May-06,1200,163.74,467.46,r,I_ALOKAILY,BAQ'A 3  (W.S.C),1165072,229103,2006,5,23
AL1430,21-Jun-06,1200,164.19,467.01,r,I_ALOKAILY,BAQ'A 3  (W.S.C),1165072,229103,2006,6,21
AL1430,16-Jul-06,1200,164.23,466.97,r,I_ALOKAILY,BAQ'A 3  (W.S.C),1165072,229103,2006,7,16
AL1430,10-Aug-06,1200,164.32,466.88,r,I_ALOKAILY,BAQ'A 3  (W.S.C),1165072,229103,2006,8,10
AL1430,13-Sep-06,1200,164.4,466.8,r,I_ALOKAILY,BAQ'A 3  (W.S.C),1165072,229103,2006,9,13
AL1430,30-Sep-06,1200,164.38,466.82,r,I_ALOKAILY,BAQ'A 3  (W.S.C),1165072,229103,2006,9,30
AL1430,26-Nov-06,1200,164.42,466.78,r,I_ALOKAILY,BAQ'A 3  (W.S.C),1165072,229103,2006,11,26
AL1430,21-Dec-06,1200,164.43,466.77,r,I_ALOKAILY,BAQ'A 3  (W.S.C),1165072,229103,2006,12,21
AL1430,24-Jan-07,1200,164.33,466.87,r,I_ALOKAILY,BAQ'A 3  (W.S.C),1165072,229103,2007,1,24
AL1430,21-Feb-07,1200,165.95,465.25,r,I_ALOKAILY,BAQ'A 3  (W.S.C),1165072,229103,2007,2,21
AL1430,20-Mar-07,1200,165.94,465.26,r,I_ALOKAILY,BAQ'A 3  (W.S.C),1165072,229103,2007,3,20
AL1430,18-Apr-07,1200,166.03,465.17,r,I_ALOKAILY,BAQ'A 3  (W.S.C),1165072,229103,2007,4,18
AL1430,24-May-07,1200,166.25,464.95,r,I_ALOKAILY,BAQ'A 3  (W.S.C),1165072,229103,2007,5,24
AL1430,25-Jun-07,1200,166.38,464.82,r,I_ALOKAILY,BAQ'A 3  (W.S.C),1165072,229103,2007,6,25
AL1430,17-Jul-07,1200,166.45,464.75,r,I_ALOKAILY,BAQ'A 3  (W.S.C),1165072,229103,2007,7,17
AL1430,22-Aug-07,1200,166.56,464.64,r,I_ALOKAILY,BAQ'A 3  (W.S.C),1165072,229103,2007,8,22
AL1430,17-Sep-07,1200,166.66,464.54,r,I_ALOKAILY,BAQ'A 3  (W.S.C),1165072,229103,2007,9,17
AL1430,29-Oct-07,1200,166.73,464.47,r,I_ALOKAILY,BAQ'A 3  (W.S.C),1165072,229103,2007,10,29
AL1430,29-Nov-07,1200,166.69,464.51,r,I_ALOKAILY,BAQ'A 3  (W.S.C),1165072,229103,2007,11,29
AL1430,26-Dec-07,1200,167.42,463.78,r,I_ALOKAILY,BAQ'A 3  (W.S.C),1165072,229103,2007,12,26
AL1430,29-Jan-08,1200,167.3,463.9,r,I_ALOKAILY,BAQ'A 3  (W.S.C),1165072,229103,2008,1,29
AL1430,27-Feb-08,1200,167.26,463.94,r,I_ALOKAILY,BAQ'A 3  (W.S.C),1165072,229103,2008,2,27
AL1430,26-Mar-08,1200,167.33,463.87,r,I_ALOKAILY,BAQ'A 3  (W.S.C),1165072,229103,2008,3,26
AL1430,28-Apr-08,1200,167.67,463.53,r,I_ALOKAILY,BAQ'A 3  (W.S.C),1165072,229103,2008,4,28
AL1430,29-May-08,1200,167.91,463.29,r,I_ALOKAILY,BAQ'A 3  (W.S.C),1165072,229103,2008,5,29
AL1430,24-Jun-08,1200,168.02,463.18,r,I_ALOKAILY,BAQ'A 3  (W.S.C),1165072,229103,2008,6,24
AL1430,30-Jul-08,1200,168.16,463.04,r,I_ALOKAILY,BAQ'A 3  (W.S.C),1165072,229103,2008,7,30
AL1430,26-Aug-08,1200,168.35,462.85,r,I_ALOKAILY,BAQ'A 3  (W.S.C),1165072,229103,2008,8,26
AL1430,22-Sep-08,1200,168.47,462.73,r,I_ALOKAILY,BAQ'A 3  (W.S.C),1165072,229103,2008,9,22
AL1430,29-Oct-08,1200,168.54,462.66,r,I_ALOKAILY,BAQ'A 3  (W.S.C),1165072,229103,2008,10,29
AL1430,26-Nov-08,1200,168.56,462.64,r,I_ALOKAILY,BAQ'A 3  (W.S.C),1165072,229103,2008,11,26
AL1430,29-Dec-08,1200,168.43,462.77,r,I_ALOKAILY,BAQ'A 3  (W.S.C),1165072,229103,2008,12,29
AL1430,29-Jan-09,1200,168.42,462.78,r,I_ALOKAILY,BAQ'A 3  (W.S.C),1165072,229103,2009,1,29
AL1430,26-Feb-09,1200,168.26,462.94,r,I_ALOKAILY,BAQ'A 3  (W.S.C),1165072,229103,2009,2,26
AL1430,26-Mar-09,1200,168.25,462.95,r,I_ALOKAILY,BAQ'A 3  (W.S.C),1165072,229103,2009,3,26
AL1430,22-Apr-09,1200,168.36,462.84,r,I_ALOKAILY,BAQ'A 3  (W.S.C),1165072,229103,2009,4,22
AL1430,27-May-09,1200,168.55,462.65,r,I_ALOKAILY,BAQ'A 3  (W.S.C),1165072,229103,2009,5,27
AL1430,30-Jun-09,1200,168.88,462.32,r,I_ALOKAILY,BAQ'A 3  (W.S.C),1165072,229103,2009,6,30
AL1430,29-Jul-09,1200,169.03,462.17,r,I_ALOKAILY,BAQ'A 3  (W.S.C),1165072,229103,2009,7,29
AL1430,24-Aug-09,1200,169.18,462.02,r,I_ALOKAILY,BAQ'A 3  (W.S.C),1165072,229103,2009,8,24
AL1430,28-Sep-09,1200,169.35,461.85,r,I_ALOKAILY,BAQ'A 3  (W.S.C),1165072,229103,2009,9,28
AL1430,27-Oct-09,1200,169.4,461.8,r,I_ALOKAILY,BAQ'A 3  (W.S.C),1165072,229103,2009,10,27
AL1430,25-Nov-09,1200,169.26,461.94,r,I_ALOKAILY,BAQ'A 3  (W.S.C),1165072,229103,2009,11,25
AL1430,28-Dec-09,1200,169.35,461.85,r,I_ALOKAILY,BAQ'A 3  (W.S.C),1165072,229103,2009,12,28
AL1430,25-Jan-10,1200,169.19,462.01,r,I_ALOKAILY,BAQ'A 3  (W.S.C),1165072,229103,2010,1,25
AL1430,22-Feb-10,1200,169.21,461.99,r,I_ALOKAILY,BAQ'A 3  (W.S.C),1165072,229103,2010,2,22
AL1430,29-Mar-10,1200,169.27,461.93,r,I_ALOKAILY,BAQ'A 3  (W.S.C),1165072,229103,2010,3,29
AL1430,27-Apr-10,1200,169.4,461.8,r,I_ALOKAILY,BAQ'A 3  (W.S.C),1165072,229103,2010,4,27
AL1430,24-May-10,1200,169.58,461.62,r,I_ALOKAILY,BAQ'A 3  (W.S.C),1165072,229103,2010,5,24
AL1430,21-Jun-10,1200,169.71,461.49,r,I_ALOKAILY,BAQ'A 3  (W.S.C),1165072,229103,2010,6,21
AL1430,26-Jul-10,1200,169.88,461.32,r,I_ALOKAILY,BAQ'A 3  (W.S.C),1165072,229103,2010,7,26
AL1430,23-Aug-10,1200,170.05,461.15,r,I_ALOKAILY,BAQ'A 3  (W.S.C),1165072,229103,2010,8,23
AL1430,27-Sep-10,1200,170.25,460.95,r,I_ALOKAILY,BAQ'A 3  (W.S.C),1165072,229103,2010,9,27
AL1430,1-Nov-10,1200,170.4,460.8,r,I_ALOKAILY,BAQ'A 3  (W.S.C),1165072,229103,2010,11,1
AL1430,1-Dec-10,1200,170.47,460.73,R,I_ALOKAILY,BAQ'A 3  (W.S.C),1165072,229103,2010,12,1
AL1430,27-Dec-10,1200,170.43,460.77,R,I_ALOKAILY,BAQ'A 3  (W.S.C),1165072,229103,2010,12,27
AL1430,25-Jan-11,1200,170.4,460.8,R,I_ALOKAILY,BAQ'A 3  (W.S.C),1165072,229103,2011,1,25
AL1430,22-Feb-11,1200,170.33,460.87,R,I_ALOKAILY,BAQ'A 3  (W.S.C),1165072,229103,2011,2,22
AL1430,22-Mar-11,1200,170.38,460.82,R,I_ALOKAILY,BAQ'A 3  (W.S.C),1165072,229103,2011,3,22
AL1430,26-Apr-11,1200,170.48,460.72,R,I_ALOKAILY,BAQ'A 3  (W.S.C),1165072,229103,2011,4,26
AL1430,23-May-11,1200,170.58,460.62,R,I_ALOKAILY,BAQ'A 3  (W.S.C),1165072,229103,2011,5,23
AL1430,20-Jun-11,1200,170.75,460.45,R,I_ALOKAILY,BAQ'A 3  (W.S.C),1165072,229103,2011,6,20
AL1430,19-Jul-11,1200,170.92,460.28,R,I_ALOKAILY,BAQ'A 3  (W.S.C),1165072,229103,2011,7,19
AL1430,23-Aug-11,1200,171.16,460.04,R,I_ALOKAILY,BAQ'A 3  (W.S.C),1165072,229103,2011,8,23
AL1430,19-Sep-11,1200,171.32,459.88,R,I_ALOKAILY,BAQ'A 3  (W.S.C),1165072,229103,2011,9,19
AL1430,15-Oct-11,1200,171.59,459.61,R,I_ALOKAILY,BAQ'A 3  (W.S.C),1165072,229103,2011,10,15
AL1430,21-Nov-11,1200,171.67,459.53,R,I_ALOKAILY,BAQ'A 3  (W.S.C),1165072,229103,2011,11,21
AL1430,21-Dec-11,1200,171.7,459.5,AMSCOP,I_ALOKAILY,BAQ'A 3  (W.S.C),1165072,229103,2011,12,21
AL1430,8-Apr-12,1200,171.64,459.56,L.AMSCOP,I_ALOKAILY,BAQ'A 3  (W.S.C),1165072,229103,2012,4,8
AL1430,9-Jun-12,1200,172,459.2,L,I_ALOKAILY,BAQ'A 3  (W.S.C),1165072,229103,2012,6,9
AL1430,7-Jul-12,1200,172.1,459.1,L,I_ALOKAILY,BAQ'A 3  (W.S.C),1165072,229103,2012,7,7
AL1430,25-Aug-12,1200,172.5,458.7,L,I_ALOKAILY,BAQ'A 3  (W.S.C),1165072,229103,2012,8,25
AL1430,30-Aug-12,1200,172.5,458.7,L,I_ALOKAILY,BAQ'A 3  (W.S.C),1165072,229103,2012,8,30
AL1430,18-Nov-12,1200,172.8,458.4,L,I_ALOKAILY,BAQ'A 3  (W.S.C),1165072,229103,2012,11,18
AL1430,21-Jan-13,1200,170,461.2,L,I_ALOKAILY,BAQ'A 3  (W.S.C),1165072,229103,2013,1,21
AL1430,4-Feb-13,1200,170.3,460.9,L,I_ALOKAILY,BAQ'A 3  (W.S.C),1165072,229103,2013,2,4
AL1430,11-Apr-13,1200,170.2,461,L,I_ALOKAILY,BAQ'A 3  (W.S.C),1165072,229103,2013,4,11
AL1430,23-Jun-13,1200,170.4,460.8,L,I_ALOKAILY,BAQ'A 3  (W.S.C),1165072,229103,2013,6,23
AL1430,21-Jul-13,1200,170.6,460.6,L,I_ALOKAILY,BAQ'A 3  (W.S.C),1165072,229103,2013,7,21
AL1430,18-Aug-13,1200,170.6,460.6,L,I_ALOKAILY,BAQ'A 3  (W.S.C),1165072,229103,2013,8,18
AL1430,15-Sep-13,1200,170.7,460.5,L,I_ALOKAILY,BAQ'A 3  (W.S.C),1165072,229103,2013,9,15
AL1430,6-Jan-14,1200,172.7,458.5,L,I_ALOKAILY,BAQ'A 3  (W.S.C),1165072,229103,2014,1,6
AL1430,18-Jan-14,1200,172.4,458.8,L,I_ALOKAILY,BAQ'A 3  (W.S.C),1165072,229103,2014,1,18
AL1430,23-Mar-14,1200,171.4,459.8,L,I_ALOKAILY,BAQ'A 3  (W.S.C),1165072,229103,2014,3,23
AL1430,2-Apr-14,1200,171.4,459.8,L,I_ALOKAILY,BAQ'A 3  (W.S.C),1165072,229103,2014,4,2
AL1430,31-May-14,1200,171.6,459.6,L,I_ALOKAILY,BAQ'A 3  (W.S.C),1165072,229103,2014,5,31
AL1430,14-Jun-14,1200,171.7,459.5,L,I_ALOKAILY,BAQ'A 3  (W.S.C),1165072,229103,2014,6,14
AL1430,2-Jul-14,1200,171.8,459.4,L,I_ALOKAILY,BAQ'A 3  (W.S.C),1165072,229103,2014,7,2
AL1430,9-Aug-14,1200,172,459.2,L,I_ALOKAILY,BAQ'A 3  (W.S.C),1165072,229103,2014,8,9
AL1430,31-Aug-14,1200,172.1,459.1,L,I_ALOKAILY,BAQ'A 3  (W.S.C),1165072,229103,2014,8,31
AL1430,7-Sep-14,1200,172.2,459,L,I_ALOKAILY,BAQ'A 3  (W.S.C),1165072,229103,2014,9,7
AL1430,14-Sep-14,1200,172.2,459,L,I_ALOKAILY,BAQ'A 3  (W.S.C),1165072,229103,2014,9,14
AL1430,18-Oct-14,1200,172.4,458.8,L,I_ALOKAILY,BAQ'A 3  (W.S.C),1165072,229103,2014,10,18
AL1430,9-Nov-14,1200,172.5,458.7,L,I_ALOKAILY,BAQ'A 3  (W.S.C),1165072,229103,2014,11,9
AL1430,23-Nov-14,1200,172.5,458.7,L,I_ALOKAILY,BAQ'A 3  (W.S.C),1165072,229103,2014,11,23
AL1430,15-Dec-14,1200,172.6,458.6,L,I_ALOKAILY,BAQ'A 3  (W.S.C),1165072,229103,2014,12,15
AL1430,15-Jan-15,1200,172.8,458.4,L,I_ALOKAILY,BAQ'A 3  (W.S.C),1165072,229103,2015,1,15
AL1430,5-Feb-15,1200,172.8,458.4,L,I_ALOKAILY,BAQ'A 3  (W.S.C),1165072,229103,2015,2,5
AL1430,15-Feb-15,1200,172.8,458.4,L,I_ALOKAILY,BAQ'A 3  (W.S.C),1165072,229103,2015,2,15
AL1430,22-Feb-15,1200,172.2,459,L,I_ALOKAILY,BAQ'A 3  (W.S.C),1165072,229103,2015,2,22
AL1430,8-Mar-15,1200,172.7,458.5,L,I_ALOKAILY,BAQ'A 3  (W.S.C),1165072,229103,2015,3,8
AL1430,18-Mar-15,1200,172.9,458.3,L,I_ALOKAILY,BAQ'A 3  (W.S.C),1165072,229103,2015,3,18
AL1430,2-Apr-15,1200,173,458.2,L,I_ALOKAILY,BAQ'A 3  (W.S.C),1165072,229103,2015,4,2
AL1430,26-Apr-15,1200,173.2,458,L,I_ALOKAILY,BAQ'A 3  (W.S.C),1165072,229103,2015,4,26
AL1430,3-May-15,1200,173.2,458,L,I_ALOKAILY,BAQ'A 3  (W.S.C),1165072,229103,2015,5,3
AL1430,11-May-15,1200,173.3,457.9,L,I_ALOKAILY,BAQ'A 3  (W.S.C),1165072,229103,2015,5,11
AL1430,1-Jun-15,1200,173.24,457.96,L.AMSCOP,I_ALOKAILY,BAQ'A 3  (W.S.C),1165072,229103,2015,6,1
AL1430,21-Jun-15,1200,173.7,457.5,L,I_ALOKAILY,BAQ'A 3  (W.S.C),1165072,229103,2015,6,21
AL1430,30-Aug-15,12,174.21,456.99, ,M_KARAGOGHLY,BAQ'A 3  (W.S.C),1165072,229103,2015,8,30
AL1430,29-Feb-16,12,172.9,458.3, ,M_KARAGOGHLY,BAQ'A 3  (W.S.C),1165072,229103,2016,2,29
AL1430,31-Mar-16,12,174.8,456.4, ,M_KARAGOGHLY,BAQ'A 3  (W.S.C),1165072,229103,2016,3,31
AL1430,29-Apr-16,12,171.8,459.4, ,M_KARAGOGHLY,BAQ'A 3  (W.S.C),1165072,229103,2016,4,29
AL1430,30-May-16,12,171.9,459.3, ,M_KARAGOGHLY,BAQ'A 3  (W.S.C),1165072,229103,2016,5,30
AL1430,30-Jun-16,12,172.1,459.1, ,M_KARAGOGHLY,BAQ'A 3  (W.S.C),1165072,229103,2016,6,30
AL1430,14-Jul-16,12,175.6,455.6, ,M_KARAGOGHLY,BAQ'A 3  (W.S.C),1165072,229103,2016,7,14
AL1430,21-Jul-16,12,175.65,455.55, ,M_KARAGOGHLY,BAQ'A 3  (W.S.C),1165072,229103,2016,7,21
AL1430,30-Sep-16,12,175.8,455.4, ,M_KARAGOGHLY,BAQ'A 3  (W.S.C),1165072,229103,2016,9,30
AL1430,18-Apr-17,12,176.06,455.14, ,A_BARAHMEH,BAQ'A 3  (W.S.C),1165072,229103,2017,4,18
AL1444,30-Oct-85,1200,6.73,593.27,RECORDER,JABER,AIN EL RUSEIFA 8 /OBSERVATION,1158318,245973,1985,10,30
AL1444,24-Nov-85,1200,6.43,593.57, ,JABER,AIN EL RUSEIFA 8 /OBSERVATION,1158318,245973,1985,11,24
AL1444,7-Dec-85,1200,6.87,593.13, ,JABER,AIN EL RUSEIFA 8 /OBSERVATION,1158318,245973,1985,12,7
AL1444,22-Dec-85,1200,6.57,593.43, ,JABER,AIN EL RUSEIFA 8 /OBSERVATION,1158318,245973,1985,12,22
AL1444,28-Jan-86,1200,6.21,593.79, ,JABER,AIN EL RUSEIFA 8 /OBSERVATION,1158318,245973,1986,1,28
AL1444,23-Feb-86,1200,6.32,593.68, ,JABER,AIN EL RUSEIFA 8 /OBSERVATION,1158318,245973,1986,2,23
AL1444,23-Mar-86,1200,6.78,593.22, ,JABER,AIN EL RUSEIFA 8 /OBSERVATION,1158318,245973,1986,3,23
AL1444,30-Apr-86,1200,7.24,592.76, ,JABER,AIN EL RUSEIFA 8 /OBSERVATION,1158318,245973,1986,4,30
AL1444,28-May-86,1200,7.65,592.35, ,JABER,AIN EL RUSEIFA 8 /OBSERVATION,1158318,245973,1986,5,28
AL1444,10-Aug-86,1200,7.36,592.64, ,JABER,AIN EL RUSEIFA 8 /OBSERVATION,1158318,245973,1986,8,10
AL1444,21-Sep-86,1200,7.8,592.2, ,JABER,AIN EL RUSEIFA 8 /OBSERVATION,1158318,245973,1986,9,21
AL1444,14-Oct-86,1200,6.9,593.1, ,JABER,AIN EL RUSEIFA 8 /OBSERVATION,1158318,245973,1986,10,14
AL1444,23-Oct-86,1200,7.13,592.87, ,JABER,AIN EL RUSEIFA 8 /OBSERVATION,1158318,245973,1986,10,23
AL1444,16-Dec-86,1200,6.35,593.65, ,JABER,AIN EL RUSEIFA 8 /OBSERVATION,1158318,245973,1986,12,16
AL1444,11-Jan-87,1200,5.76,594.24, ,JABER,AIN EL RUSEIFA 8 /OBSERVATION,1158318,245973,1987,1,11
AL1444,7-Feb-87,1200,6.2,593.8, ,JABER,AIN EL RUSEIFA 8 /OBSERVATION,1158318,245973,1987,2,7
AL1444,1-Mar-87,1200,6.31,593.69, ,JABER,AIN EL RUSEIFA 8 /OBSERVATION,1158318,245973,1987,3,1
AL1444,31-Mar-87,1200,5.92,594.08, ,JABER,AIN EL RUSEIFA 8 /OBSERVATION,1158318,245973,1987,3,31
AL1444,30-Apr-87,1200,6.17,593.83, ,JABER,AIN EL RUSEIFA 8 /OBSERVATION,1158318,245973,1987,4,30
AL1444,23-May-87,1200,6.81,593.19, ,JABER,AIN EL RUSEIFA 8 /OBSERVATION,1158318,245973,1987,5,23
AL1444,15-Jul-87,1200,7.13,592.87, ,JABER,AIN EL RUSEIFA 8 /OBSERVATION,1158318,245973,1987,7,15
AL1444,10-Aug-87,1200,7.28,592.72, ,JABER,AIN EL RUSEIFA 8 /OBSERVATION,1158318,245973,1987,8,10
AL1444,12-Sep-87,1200,7.46,592.54, ,JABER,AIN EL RUSEIFA 8 /OBSERVATION,1158318,245973,1987,9,12
AL1444,14-Oct-87,1200,7.34,592.66, ,JABER,AIN EL RUSEIFA 8 /OBSERVATION,1158318,245973,1987,10,14
AL1444,16-Nov-87,1200,6.24,593.76, ,JABER,AIN EL RUSEIFA 8 /OBSERVATION,1158318,245973,1987,11,16
AL1444,12-Dec-87,1200,6.15,593.85, ,JABER,AIN EL RUSEIFA 8 /OBSERVATION,1158318,245973,1987,12,12
AL1444,11-Jan-88,1200,5.89,594.11, ,JABER,AIN EL RUSEIFA 8 /OBSERVATION,1158318,245973,1988,1,11
AL1444,9-Feb-88,1200,5.37,594.63, ,JABER,AIN EL RUSEIFA 8 /OBSERVATION,1158318,245973,1988,2,9
AL1444,10-Mar-88,1200,5.4,594.6, ,JABER,AIN EL RUSEIFA 8 /OBSERVATION,1158318,245973,1988,3,10
AL1444,5-Apr-88,1200,5.58,594.42, ,JABER,AIN EL RUSEIFA 8 /OBSERVATION,1158318,245973,1988,4,5
AL1444,2-May-88,1200,6.08,593.92, ,JABER,AIN EL RUSEIFA 8 /OBSERVATION,1158318,245973,1988,5,2
AL1444,31-May-88,1200,6.52,593.48, ,JABER,AIN EL RUSEIFA 8 /OBSERVATION,1158318,245973,1988,5,31
AL1444,30-Jun-88,1200,6.92,593.08, ,JABER,AIN EL RUSEIFA 8 /OBSERVATION,1158318,245973,1988,6,30
AL1444,31-Jul-88,1200,7.1,592.9, ,JABER,AIN EL RUSEIFA 8 /OBSERVATION,1158318,245973,1988,7,31
AL1444,30-Aug-88,1200,7.19,592.81, ,JABER,AIN EL RUSEIFA 8 /OBSERVATION,1158318,245973,1988,8,30
AL1444,28-Sep-88,1200,7.18,592.82, ,JABER,AIN EL RUSEIFA 8 /OBSERVATION,1158318,245973,1988,9,28
AL1444,5-Oct-88,1200,6.31,593.69, ,JABER,AIN EL RUSEIFA 8 /OBSERVATION,1158318,245973,1988,10,5
AL1444,30-Nov-88,1200,6.11,593.89, ,JABER,AIN EL RUSEIFA 8 /OBSERVATION,1158318,245973,1988,11,30
AL1444,1-Jan-89,1200,5.75,594.25, ,JABER,AIN EL RUSEIFA 8 /OBSERVATION,1158318,245973,1989,1,1
AL1444,4-Feb-89,1200,5.9,594.1, ,JABER,AIN EL RUSEIFA 8 /OBSERVATION,1158318,245973,1989,2,4
AL1444,1-Mar-89,1200,5.96,594.04, ,JABER,AIN EL RUSEIFA 8 /OBSERVATION,1158318,245973,1989,3,1
AL1444,29-Mar-89,1200,5.97,594.03, ,JABER,AIN EL RUSEIFA 8 /OBSERVATION,1158318,245973,1989,3,29
AL1444,23-Apr-89,1200,6.3,593.7, ,JABER,AIN EL RUSEIFA 8 /OBSERVATION,1158318,245973,1989,4,23
AL1444,31-May-89,1200,6.49,593.51, ,JABER,AIN EL RUSEIFA 8 /OBSERVATION,1158318,245973,1989,5,31
AL1444,26-Jun-89,1200,6.6,593.4, ,JABER,AIN EL RUSEIFA 8 /OBSERVATION,1158318,245973,1989,6,26
AL1444,24-Jul-89,1200,6.67,593.33, ,JABER,AIN EL RUSEIFA 8 /OBSERVATION,1158318,245973,1989,7,24
AL1444,28-Aug-89,1200,7.04,592.96, ,JABER,AIN EL RUSEIFA 8 /OBSERVATION,1158318,245973,1989,8,28
AL1444,25-Sep-89,1200,7.14,592.86, ,JABER,AIN EL RUSEIFA 8 /OBSERVATION,1158318,245973,1989,9,25
AL1444,31-Oct-89,1200,7.1,592.9, ,JABER,AIN EL RUSEIFA 8 /OBSERVATION,1158318,245973,1989,10,31
AL1444,26-Nov-89,1200,7.09,592.91, ,JABER,AIN EL RUSEIFA 8 /OBSERVATION,1158318,245973,1989,11,26
AL1444,26-Dec-89,1200,6.2,593.8, ,JABER,AIN EL RUSEIFA 8 /OBSERVATION,1158318,245973,1989,12,26
AL1444,31-Jan-90,1200,5.97,594.03, ,JABER,AIN EL RUSEIFA 8 /OBSERVATION,1158318,245973,1990,1,31
AL1444,27-Feb-90,1200,5.73,594.27, ,JABER,AIN EL RUSEIFA 8 /OBSERVATION,1158318,245973,1990,2,27
AL1444,2-Apr-90,1200,5.34,594.66, ,JABER,AIN EL RUSEIFA 8 /OBSERVATION,1158318,245973,1990,4,2
AL1444,30-Apr-90,1200,6.42,593.58, ,JABER,AIN EL RUSEIFA 8 /OBSERVATION,1158318,245973,1990,4,30
AL1444,27-May-90,1200,6.69,593.31, ,JABER,AIN EL RUSEIFA 8 /OBSERVATION,1158318,245973,1990,5,27
AL1444,25-Jun-90,1200,6.84,593.16, ,JABER,AIN EL RUSEIFA 8 /OBSERVATION,1158318,245973,1990,6,25
AL1444,31-Jul-90,1200,7.1,592.9, ,JABER,AIN EL RUSEIFA 8 /OBSERVATION,1158318,245973,1990,7,31
AL1444,29-Aug-90,1200,10.27,589.73, ,JABER,AIN EL RUSEIFA 8 /OBSERVATION,1158318,245973,1990,8,29
